Property Name,Portfolio Manager ID,Street Address,City/Municipality,State/Province,Postal Code,Country,Property Type - Self-Selected,Gross Floor Area,GFA Units
Carpark 106,35000116,15 DENISON AVE,Toronto,Ontario,M5T 2M6,Canada,Parking,28152,Sq. Ft.
Carpark 107,35000117,251 MACPHERSON AVE,Toronto,Ontario,M4V 1A1,Canada,Parking,9384,Sq. Ft.
Carpark 1,35000114,20 CHARLES ST E,Toronto,Ontario,M4Y 1T1,Canada,Parking,43000,Sq. Ft.
Carpark 104,35000115,6 CARLING AVE,Toronto,Ontario,M6G 3S1,Canada,Parking,45,Sq. Ft.
50 Richmond St. E,35000112,50 RICHMOND ST E,Toronto,Ontario,M5C 1N7,Canada,Office,13800,Sq. Ft.
838 Broadview Ave (Parking),35000113,838 Broadview Ave.,Toronto,Ontario,M4K 2R1,Canada,Parking,1,Sq. Ft.
Carpark 131,35000126,912 EGLINTON AVE W,Toronto,Ontario,M6C 2C2,Canada,Parking,28,Sq. Ft.
Carpark 133,35000127,20 PRESCOTT AVE,Toronto,Ontario,M6N 3H4,Canada,Parking,1642,Sq. Ft.
Carpark 13,35000124,10 DELISLE AVE,Toronto,Ontario,M4V 1S8,Canada,Parking,56304,Sq. Ft.
Carpark 130,35000125,7 BARTLETT AVE,Toronto,Ontario,M6H 3E8,Canada,Parking,38,Sq. Ft.
Carpark 116,35000122,24 KENNEDY PARK RD,Toronto,Ontario,M6P 3H3,Canada,Parking,56,Sq. Ft.
Carpark 12,35000123,26 Alvin Ave,Toronto,Ontario,M4T 1S2,Canada,Parking,41993,Sq. Ft.
Carpark 110,35000120,1612 DANFORTH AVE,Toronto,Ontario,M4C 1H6,Canada,Parking,8708,Sq. Ft.
Carpark 111,35000121,72 CLINTON ST,Toronto,Ontario,M6G 3Z9,Canada,Parking,79,Sq. Ft.
Woburn Ave Playground,35000102,75 WOBURN AVE,Toronto,Ontario,M5M 1K6,Canada,Other - Public Services,359,Sq. Ft.
Woburn Park,35000103,50 DORMINGTON DR,Scarborough,Ontario,M1G 3N2,Canada,Other - Public Services,358,Sq. Ft.
Withrow Park,35000100,725 LOGAN AVE,Toronto,Ontario,M4K 3C6,Canada,Other - Public Services,371,Sq. Ft.
Withrow Park Ice Rink,35000101,725 LOGAN AVE,Toronto,Ontario,M4K 3C6,Canada,Other - Public Services,377,Sq. Ft.
Winchester Square Park,35000098,474 Ontario St.,Toronto,Ontario,M4X 1M7,Canada,Other - Public Services,1,Sq. Ft.
Wishing Well Park,35000099,1700 PHARMACY AVE,Scarborough,Ontario,M1T 1G9,Canada,Other - Public Services,380,Sq. Ft.
Winchester Field,35000096,530 ONTARIO ST,Toronto,Ontario,M4X 1M7,Canada,Other - Public Services,370,Sq. Ft.
Winchester Park,35000097,149 Bleecker St.,Toronto,Ontario,M4X 1M7,Canada,Other - Public Services,1,Sq. Ft.
2696 Eglinton Ave W,35000110,2696 EGLINTON AVE W,Toronto,Ontario,M6M 1T9,Canada,Other - Public Services,14790,Sq. Ft.
437 Rogers Rd,35000111,437 ROGERS RD,Toronto,Ontario,M6M 1A4,Canada,Office,1,Sq. Ft.
Zooview Park,35000108,50 HEDGE END RD,Scarborough,Ontario,M1B 5Z8,Canada,Other - Public Services,382,Sq. Ft.
21 Connell Crt,35000109,"21 Connell Crt, Unit 1",Etobicoke,Ontario,M8Z 1E8,Canada,Other - Public Services,19262,Sq. Ft.
York Mills Valley Park,35000106,3865 YONGE ST,North York,Ontario,M2P 1B3,Canada,Other - Public Services,381,Sq. Ft.
Yorkdale Park,35000107,238 Ranee Ave,North York,Ontario,M6A 1N6,Canada,Other - Public Services,1,Sq. Ft.
Woodbine Beach Park,35000104,1561 LAKE SHORE BLVD E,Toronto,Ontario,M4L 3W6,Canada,Other - Public Services,357,Sq. Ft.
Woodbine Park,35000105,1695 Queen St E,Toronto,Ontario,M4L 1G5,Canada,Other - Public Services,1,Sq. Ft.
Carpark 180,35000150,268 RHODES AVE,Toronto,Ontario,M4L 3A1,Canada,Parking,9149,Sq. Ft.
Carpark 181,35000151,1155 KING ST W,Toronto,Ontario,M6K 1E9,Canada,Parking,329,Sq. Ft.
Carpark 179,35000148,661 GERRARD ST E,Toronto,Ontario,M4M 1Y2,Canada,Parking,25,Sq. Ft.
Carpark 18,35000149,351 KEELE ST,Toronto,Ontario,M6P 2K6,Canada,Parking,77,Sq. Ft.
Carpark 173,35000146,737 Rhodes Ave,Toronto,Ontario,M4J 4X6,Canada,Parking,24,Sq. Ft.
Carpark 17,35000144,716 PAPE AVE,Toronto,Ontario,M4K 3S7,Canada,Parking,85,Sq. Ft.
Carpark 170,35000145,117 HAMMERSMITH AVE,Toronto,Ontario,M4E 2W5,Canada,Parking,9171,Sq. Ft.
Carpark 21,35000158,72 AMROTH AVE,Toronto,Ontario,M4C 4H2,Canada,Parking,54,Sq. Ft.
Carpark 212,35000159,363 ADELAIDE ST W,Toronto,Ontario,M5A 1N3,Canada,Parking,5161,Sq. Ft.
Carpark 202,35000156,1141 Eastern Ave,Toronto,Ontario,M4L 1G5,Canada,Parking,4223,Sq. Ft.
Carpark 204,35000157,1113 DUNDAS ST W,Toronto,Ontario,M6J 1W9,Canada,Parking,8680,Sq. Ft.
Carpark 195,35000154,15 Price St,Toronto,Ontario,M4W 1Y7,Canada,Parking,16422,Sq. Ft.
Carpark 20,35000155,101 CEDARVALE AVE,Toronto,Ontario,M4C 4J7,Canada,Parking,37,Sq. Ft.
Carpark 188,35000152,157 BEATRICE ST,Toronto,Ontario,M6J 2T2,Canada,Parking,4223,Sq. Ft.
Carpark 19,35000153,385 PACIFIC AVE,Toronto,Ontario,M6P 2R2,Canada,Parking,15718,Sq. Ft.
Carpark 149,35000134,12 WOODYCREST AVE,Toronto,Ontario,M4J 3A6,Canada,Parking,14198,Sq. Ft.
Carpark 150,35000135,40 LARCH ST,Toronto,Ontario,M5T 3J6,Canada,Parking,77887,Sq. Ft.
Carpark 144,35000132,376 CLINTON ST,Toronto,Ontario,M6G 2Z2,Canada,Parking,33,Sq. Ft.
Carpark 146,35000133,573 GERRARD ST E,Toronto,Ontario,M4M 1X9,Canada,Parking,37,Sq. Ft.
Carpark 142,35000130,31 LANGFORD AVE,Toronto,Ontario,M4J 3E4,Canada,Parking,27,Sq. Ft.
Carpark 143,35000131,265 WILLARD AVE,Toronto,Ontario,M6S 3R1,Canada,Parking,88,Sq. Ft.
Carpark 137,35000128,77 GOUGH AVE,Toronto,Ontario,M4K 3N9,Canada,Parking,3988,Sq. Ft.
Carpark 141,35000129,141 GREENLAW AVE,Toronto,Ontario,M6H 3V9,Canada,Parking,13197,Sq. Ft.
Carpark 167,35000142,16 OSSINGTON AVE,Toronto,Ontario,M6J 2Y7,Canada,Parking,4692,Sq. Ft.
Carpark 168,35000143,146 HARRISON ST,Toronto,Ontario,M6J 2A4,Canada,Parking,15812,Sq. Ft.
Carpark 158,35000140,1325 QUEEN ST W,Toronto,Ontario,M6K 1L8,Canada,Parking,12303,Sq. Ft.
Carpark 164,35000141,453 SPADINA RD,Toronto,Ontario,M5P 2W5,Canada,Parking,55,Sq. Ft.
Carpark 156,35000138,18 FERRIER AVE,Toronto,Ontario,M4K 3H4,Canada,Parking,5396,Sq. Ft.
Carpark 157,35000139,1511 BAYVIEW AVE,East York,Ontario,M4G 4E2,Canada,Parking,4692,Sq. Ft.
Carpark 152,35000136,25 GLENFOREST RD,Toronto,Ontario,M4N 1Z7,Canada,Parking,6100,Sq. Ft.
Carpark 155,35000137,995 EGLINTON AVE W,Toronto,Ontario,M6C 2C7,Canada,Parking,33,Sq. Ft.
Carpark 260,35000182,94 NORTHCLIFFE BLVD,Toronto,Ontario,M6H 3H2,Canada,Parking,3050,Sq. Ft.
Carpark 261,35000183,45 ABELL ST,Toronto,Ontario,M6J 0A9,Canada,Parking,29090,Sq. Ft.
Carpark 256,35000180,1624 QUEEN ST W,Toronto,Ontario,M6R 1B2,Canada,Parking,7742,Sq. Ft.
Carpark 26,35000181,33 QUEEN ST E,Toronto,Ontario,M5C 1R5,Canada,Parking,173030,Sq. Ft.
Carpark 251,35000178,201 CLAREMONT ST,Toronto,Ontario,M6J 2N2,Canada,Parking,43,Sq. Ft.
Carpark 244,35000176,1439 DANFORTH AVE,Toronto,Ontario,M4J 1N3,Canada,Parking,20,Sq. Ft.
Carpark 248,35000177,136 BROADVIEW AVE,Toronto,Ontario,M4M 2G2,Canada,Parking,3050,Sq. Ft.
Carpark 29,35000190,75 HOLLY ST,Toronto,Ontario,M4S 3A5,Canada,Parking,460,Sq. Ft.
Carpark 28,35000188,670 PAPE AVE,Toronto,Ontario,M4K 3S5,Canada,Parking,76,Sq. Ft.
Carpark 287,35000189,1091 Eastern Ave,Toronto,Ontario,M4L 1A8,Canada,Parking,11026,Sq. Ft.
Carpark 277,35000186,242 DANFORTH AVE,Toronto,Ontario,M4K 1N6,Canada,Parking,4457,Sq. Ft.
Carpark 279,35000187,287 RUSHTON RD,Toronto,Ontario,M6C 2X6,Canada,Parking,3988,Sq. Ft.
Carpark 262,35000184,300 Queen St. W,Toronto,Ontario,M5V 2A4,Canada,Parking,27214,Sq. Ft.
Carpark 271,35000185,800 FLEET ST,Toronto,Ontario,M5V 1A9,Canada,Parking,22991,Sq. Ft.
Carpark 226,35000166,646 St Clair Ave W,Toronto,Ontario,M6C 1A9,Canada,Parking,4223,Sq. Ft.
Carpark 227,35000167,105 SPADINA AVE,Toronto,Ontario,M5V 2K2,Canada,Parking,3284,Sq. Ft.
Carpark 223,35000164,30 ALVIN AVE,Toronto,Ontario,M4T 2X8,Canada,Parking,8680,Sq. Ft.
Carpark 224,35000165,34 Hanna Ave,Toronto,Ontario,M6K 1W8,Canada,Parking,43166,Sq. Ft.
Carpark 219,35000162,87 RICHMOND ST E,Toronto,Ontario,M5C 1N9,Canada,Parking,4692,Sq. Ft.
Carpark 220,35000163,789 St. Clair Ave W,Toronto,Ontario,M6C 1B7,Canada,Parking,4223,Sq. Ft.
Carpark 216,35000160,207 McCaul,Toronto,Ontario,M5T 1W6,Canada,Parking,53335,Sq. Ft.
Carpark 218,35000161,3354 DUNDAS ST W,Toronto,Ontario,M6P 2A4,Canada,Parking,2581,Sq. Ft.
Carpark 240,35000174,700 St Clair Ave W,Toronto,Ontario,M6C 1B3,Canada,Parking,4223,Sq. Ft.
Carpark 241,35000175,9 Bonar Pl,Toronto,Ontario,M6H 1E4,Canada,Parking,7976,Sq. Ft.
Carpark 235,35000172,2191 Dundas St W,Toronto,Ontario,M6R 1X5,Canada,Parking,2346,Sq. Ft.
Carpark 231,35000170,19 SPADINA RD,Toronto,Ontario,M5R 2S9,Canada,Parking,15249,Sq. Ft.
Carpark 228,35000168,11 KENWOOD AVE,Toronto,Ontario,M6C 2R6,Canada,Parking,5865,Sq. Ft.
Carpark 229,35000169,110 Dovercourt Rd,Toronto,Ontario,M6J 1H8,Canada,Parking,1877,Sq. Ft.
Carpark 503,35000214,12 WILLINGDON BLVD,Etobicoke,Ontario,M8X 2H2,Canada,Parking,15014,Sq. Ft.
Carpark 505,35000215,15 CLIVEDEN AVE,Etobicoke,Ontario,M8Z 3M7,Canada,Parking,2581,Sq. Ft.
Carpark 501,35000212, WENDOVER RD,Etobicoke,Ontario,M8X 2K9,Canada,Parking,19472,Sq. Ft.
Carpark 502,35000213, PRINCE EDWARD DR N,Etobicoke,Ontario,M8X 2L5,Canada,Parking,44,Sq. Ft.
Carpark 5,35000210,15 WELLESLEY ST E,Toronto,Ontario,M4Y 2S9,Canada,Parking,41603,Sq. Ft.
Carpark 500,35000211,7 JACKSON AVE,Etobicoke,Ontario,M8X 2J2,Canada,Parking,9384,Sq. Ft.
Carpark 47,35000208,125 BURNABY BLVD,Toronto,Ontario,M5N 1G3,Canada,Parking,36363,Sq. Ft.
Carpark 48,35000209,85 LEE AVE,Toronto,Ontario,M4E 2P1,Canada,Parking,68,Sq. Ft.
Carpark 52,35000222,40 YORK ST,Toronto,Ontario,M5J 1R7,Canada,Parking,32300,Sq. Ft.
Carpark 521,35000223,7 MONKTON AVE,Etobicoke,Ontario,M8Z 4M9,Canada,Parking,5865,Sq. Ft.
Carpark 512,35000220,3220 Bloor St W,Etobicoke,Ontario,M8X 1G2,Canada,Parking,15953,Sq. Ft.
Carpark 517,35000221,16 SUPERIOR AVE,Etobicoke,Ontario,M8V 2M6,Canada,Parking,5396,Sq. Ft.
Carpark 51,35000218,351 Lippincott St,Toronto,Ontario,M5S 1Y5,Canada,Parking,144,Sq. Ft.
Carpark 511,35000219, SEVENTH ST,Etobicoke,Ontario,M8V 3B5,Canada,Parking,13607,Sq. Ft.
Carpark 506,35000216, FIFTH ST,Etobicoke,Ontario,M8V 2Z7,Canada,Parking,12199,Sq. Ft.
Carpark 508,35000217,130 EIGHTH ST,Etobicoke,Ontario,M8V 3C6,Canada,Parking,13607,Sq. Ft.
Carpark 404,35000198,95 BEECROFT RD,North York,Ontario,M2N 6N6,Canada,Parking,120297,Sq. Ft.
Carpark 41,35000199,7 NORTON AVE,Toronto,Ontario,M6E 1E1,Canada,Parking,16996,Sq. Ft.
Carpark 402,35000196,10 EMPRESS AVE,North York,Ontario,M2N 3T3,Canada,Parking,15718,Sq. Ft.
Carpark 403,35000197,10 HARLANDALE AVE,North York,Ontario,M2N 7H9,Canada,Parking,100,Sq. Ft.
Carpark 39,35000194,20 CASTLEFIELD AVE,Toronto,Ontario,M4R 1G4,Canada,Parking,37620,Sq. Ft.
Carpark 400,35000195,10 KINGSDALE AVE,North York,Ontario,M2N 3W1,Canada,Parking,50,Sq. Ft.
Carpark 34,35000192,1 DUNDAS ST E,Toronto,Ontario,M5B 2L6,Canada,Parking,26500,Sq. Ft.
Carpark 36 (Nathan Phillips Square),35000193,100 QUEEN ST W,Toronto,Ontario,M5H 2N1,Canada,Parking,598473,Sq. Ft.
Carpark 44,35000206,14 FULLER AVE,Toronto,Ontario,M6R 2C3,Canada,Parking,19547,Sq. Ft.
Carpark 45,35000207,111 BROADVIEW AVE,Toronto,Ontario,M4M 2E9,Canada,Parking,26135,Sq. Ft.
Carpark 42,35000204,91 VIA ITALIA,Toronto,Ontario,M6H 3S2,Canada,Parking,169,Sq. Ft.
Carpark 43,35000205,2 CHURCH ST,Toronto,Ontario,M5E 1Z3,Canada,Parking,125023,Sq. Ft.
Carpark 418,35000202,68 SHEPPARD AVE W,North York,Ontario,M2N 1M2,Canada,Parking,7038,Sq. Ft.
Carpark 419,35000203,5667 YONGE ST,North York,Ontario,M2M 3T2,Canada,Parking,5396,Sq. Ft.
Carpark 410,35000200,174 BEECROFT RD,North York,Ontario,M2N 5Z5,Canada,Parking,173,Sq. Ft.
Carpark 414,35000201,3885 YONGE ST,Toronto,Ontario,M4N 2P2,Canada,Parking,139,Sq. Ft.
Carpark 81,35000246,695 LANSDOWNE AVE,Toronto,Ontario,M6H 3Y9,Canada,Parking,40,Sq. Ft.
Carpark 82,35000247,9 EMERSON AVE,Toronto,Ontario,M6H 3S7,Canada,Parking,40,Sq. Ft.
Carpark 80,35000244,400 KEELE ST,Toronto,Ontario,M6P 4H4,Canada,Parking,54,Sq. Ft.
Carpark 801,35000245,917 Kipling Ave.,Etobicoke,Ontario,M8Z 5H3,Canada,Parking,194483,Sq. Ft.
Carpark 78,35000242,35 ERINDALE AVE,Toronto,Ontario,M4K 1R9,Canada,Parking,93,Sq. Ft.
Carpark 79,35000243,405 SHERBOURNE ST,Toronto,Ontario,M4X 1K5,Canada,Parking,21349,Sq. Ft.
Carpark 709,35000240,1950 Lawrence Ave E,Scarborough,Ontario,M1R 2Y7,Canada,Parking,25,Sq. Ft.
Carpark 71,35000241,35 BELLEVUE AVE,Toronto,Ontario,M5T 2N5,Canada,Parking,91,Sq. Ft.
Carpark 93,35000254,675 MANNING AVE,Toronto,Ontario,M6G 2W3,Canada,Parking,52,Sq. Ft.
Carpark 96,35000255,2 PORTLAND ST,Toronto,Ontario,M5V 3N6,Canada,Parking,8680,Sq. Ft.
Carpark 89,35000252,20 EATON AVE,Toronto,Ontario,M4J 2Z5,Canada,Parking,13841,Sq. Ft.
Carpark 91,35000253,265 ARMADALE AVE,Toronto,Ontario,M6S 3X5,Canada,Parking,33782,Sq. Ft.
Carpark 87,35000250,14 ARUNDEL AVE,Toronto,Ontario,M4K 3A2,Canada,Parking,11496,Sq. Ft.
Carpark 88,35000251,25 FERRIER AVE,Toronto,Ontario,M4K 3H5,Canada,Parking,47,Sq. Ft.
Carpark 84,35000248,9 SALEM AVE,Toronto,Ontario,M6H 3C2,Canada,Parking,35,Sq. Ft.
Carpark 85,35000249,557 PALMERSTON AVE,Toronto,Ontario,M6G 2P6,Canada,Parking,58,Sq. Ft.
Carpark 653,35000230,17 RIVERVIEW GDNS,Toronto,Ontario,M6S 4E6,Canada,Parking,100,Sq. Ft.
Carpark 653 & 654 Sign,35000231,2454 Bloor St W,Toronto,Ontario,M6S 1R1,Canada,Parking,13841,Sq. Ft.
Carpark 64,35000228,265 DURIE ST,Toronto,Ontario,M6S 3G2,Canada,Parking,33782,Sq. Ft.
Carpark 650,35000229,22 JOHN ST,Toronto,Ontario,M9N 1J3,Canada,Parking,17830,Sq. Ft.
Carpark 55,35000226,23 BEDFORD PARK AVE,Toronto,Ontario,M5M 1H8,Canada,Parking,9853,Sq. Ft.
Carpark 602,35000227,1505 BAYVIEW AVE,East York,Ontario,M4G 3A8,Canada,Parking,5630,Sq. Ft.
Carpark 53,35000224,803 RICHMOND ST W,Toronto,Ontario,M6J 3P7,Canada,Parking,49,Sq. Ft.
Carpark 533,35000225,2300 LAKE SHORE BLVD W,Etobicoke,Ontario,M8V 1B4,Canada,Parking,5630,Sq. Ft.
Carpark 700,35000238,101 GRANGEWAY AVE,Scarborough,Ontario,M1H 3E9,Canada,Parking,97,Sq. Ft.
Carpark 706,35000239,284 MILNER AVE,Scarborough,Ontario,M1S 5C4,Canada,Parking,21583,Sq. Ft.
Carpark 674,35000236,2623 EGLINTON AVE W,Toronto,Ontario,M6M 1T6,Canada,Parking,2815,Sq. Ft.
Carpark 68,35000237,20 ST ANDREW ST,Toronto,Ontario,M5T 1K6,Canada,Parking,45000,Sq. Ft.
Carpark 667,35000234,1535 EGLINTON AVE W,Toronto,Ontario,M6E 2G7,Canada,Parking,4692,Sq. Ft.
Carpark 670,35000235,2053 DUFFERIN ST,Toronto,Ontario,M6E 3R3,Canada,Parking,5396,Sq. Ft.
Carpark 661,35000232,433 ROGERS RD,Toronto,Ontario,M6M 1A4,Canada,Parking,6569,Sq. Ft.
Carpark 663,35000233,1 RAMSDEN RD,Toronto,Ontario,M6E 3X8,Canada,Parking,32375,Sq. Ft.
Humber Bay Life Stn,35000278,225 HUMBER BAY PARK RD W,Etobicoke,Ontario,M8V 3X7,Canada,Police Station,1830,Sq. Ft.
Intelligence Bureau,35000279,2 DYAS RD,North York,Ontario,M3B 1V5,Canada,Police Station,70547,Sq. Ft.
Emergency Task Force,35000276,300 LESMILL RD,North York,Ontario,M3B 3P4,Canada,Police Station,35995,Sq. Ft.
"Forensic Service, Store & Garage",35000277,2050 JANE ST,Toronto,Ontario,M9N 2V3,Canada,Police Station,62484,Sq. Ft.
Cherry Beach Life Stn,35000274,0 Cherry St,Toronto,Ontario,M5A 3L2,Canada,Police Station,680,Sq. Ft.
Detective Services Building,35000275,160 DUNCAN MILL RD,North York,Ontario,M3B 1Z5,Canada,Police Station,24000,Sq. Ft.
#55 Police Division,35000272,101 COXWELL AVE,Toronto,Ontario,M4L 3B3,Canada,Police Station,23519,Sq. Ft.
Centre Island Police Division,35000273,31 AVENUE OF THE ISLANDS,Toronto,Ontario,M5J 2C3,Canada,Police Station,1001,Sq. Ft.
Police Marine Hq,35000286,259 QUEENS QUAY W,Toronto,Ontario,M5V 1A2,Canada,Police Station,23035,Sq. Ft.
Property Evidence,35000287,791 ISLINGTON AVE,Etobicoke,Ontario,M8Z 5W8,Canada,Police Station,7492,Sq. Ft.
Police Garage,35000284,18 CRANFIELD RD,East York,Ontario,M4B 3G7,Canada,Police Station,33024,Sq. Ft.
Police Headquarters,35000285,40 COLLEGE ST,Toronto,Ontario,M5G 2J3,Canada,Police Station,425000,Sq. Ft.
Police Academy,35000282,70 BIRMINGHAM ST,Etobicoke,Ontario,M8V 3W6,Canada,Police Station,302735,Sq. Ft.
Police Dog Service,35000283,44 BEECHWOOD DR,Toronto,Ontario,M4K 3H8,Canada,Police Station,9440,Sq. Ft.
Leuty Beach,35000280,77 KEWBEACH AVE,Toronto,Ontario,M4L 1B8,Canada,Police Station,1000,Sq. Ft.
PMMD Materials Management & Stores,35000281,799 ISLINGTON AVE,Etobicoke,Ontario,M8Z 5W8,Canada,Police Station,43992,Sq. Ft.
#31 Police Division,35000262,40 NORFINCH DR,North York,Ontario,M3N 1X1,Canada,Police Station,35489,Sq. Ft.
#32 Police Division,35000263,30 ELLERSLIE AVE,North York,Ontario,M2N 1X8,Canada,Police Station,47652,Sq. Ft.
#22 Police Division,35000260,3699 BLOOR ST W,Etobicoke,Ontario,M9A 1A2,Canada,Police Station,32270,Sq. Ft.
#23 Police Division,35000261,5230 FINCH AVE W,Etobicoke,Ontario,M9V 0A1,Canada,Police Station,57264,Sq. Ft.
#13 Police Division,35000258,1435 EGLINTON AVE W,Toronto,Ontario,M6C 3Z4,Canada,Police Station,20344,Sq. Ft.
#14 Police Division,35000259,350 DOVERCOURT RD,Toronto,Ontario,M6J 2C2,Canada,Police Station,64200,Sq. Ft.
#11 Police Division,35000256,2054 DAVENPORT RD,Toronto,Ontario,M6N 1C8,Canada,Police Station,62000,Sq. Ft.
#12 Police Division,35000257,200 TRETHEWEY DR,Toronto,Ontario,M6M 5E6,Canada,Police Station,25780,Sq. Ft.
#53 Police Division,35000270,75 EGLINTON AVE W,Toronto,Ontario,M4R 2G9,Canada,Police Station,52183,Sq. Ft.
#54 Police Division (#55 Subunit),35000271,41 CRANFIELD RD,East York,Ontario,M4B 3H6,Canada,Police Station,23358,Sq. Ft.
#51 Police Division,35000268,51 PARLIAMENT ST,Toronto,Ontario,M5A 4L2,Canada,Police Station,56000,Sq. Ft.
#52 Police Division,35000269,255 DUNDAS ST W,Toronto,Ontario,M5T 2W5,Canada,Police Station,71677,Sq. Ft.
#42 Police Division,35000266,242 MILNER AVE,Scarborough,Ontario,M1S 5C4,Canada,Police Station,36620,Sq. Ft.
#43 Police Division,35000267,4331 Lawrence Ave E,Scarborough,Ontario,M1E 2T4,Canada,Police Station,55450,Sq. Ft.
#33 Police Division,35000264,50 UPJOHN RD,North York,Ontario,M3B 2W1,Canada,Police Station,27889,Sq. Ft.
#41 Police Division,35000265,2222 EGLINTON AVE E,Scarborough,Ontario,M1K 2M2,Canada,Police Station,51080,Sq. Ft.
Danforth Coxwell Library,35000310,1675 DANFORTH AVE,Toronto,Ontario,M4C 5P2,Canada,Library,9617,Sq. Ft.
Davenport Library,35000311,1246 SHAW ST,Toronto,Ontario,M6G 3P1,Canada,Library,3604,Sq. Ft.
Cliffcrest Library,35000308,3017 KINGSTON RD,Scarborough,Ontario,M1M 1P1,Canada,Library,4859,Sq. Ft.
College Shaw Library,35000309,766 COLLEGE ST,Toronto,Ontario,M6G 1C4,Canada,Library,7684,Sq. Ft.
Cedarbrae Library,35000306,545 MARKHAM RD,Scarborough,Ontario,M1H 2A1,Canada,Library,31506,Sq. Ft.
Centennial Library,35000307,578 FINCH AVE W,North York,Ontario,M2R 1N7,Canada,Library,6866,Sq. Ft.
Bridlewood Library,35000304,2900 Warden Avenue,Scarborough,Ontario,M1W 2S8,Canada,Library,8000,Sq. Ft.
Brookbanks Library,35000305,210 BROOKBANKS DR,North York,Ontario,M3A 2T8,Canada,Library,7933,Sq. Ft.
Eatonville Library,35000318,430 BURNHAMTHORPE RD,Etobicoke,Ontario,M9B 2B1,Canada,Library,12203,Sq. Ft.
Eglinton Square Library,35000319,1 EGLINTON SQ,Scarborough,Ontario,M1L 2K1,Canada,Library,10000,Sq. Ft.
Dufferin St Clair Library,35000316,1625 DUFFERIN ST,Toronto,Ontario,M6H 3L9,Canada,Library,11208,Sq. Ft.
East Service Building,35000317,1076 ELLESMERE RD,Scarborough,Ontario,M1P 4P4,Canada,Library,20040,Sq. Ft.
Don Mills Library,35000314,888 LAWRENCE AVE E,North York,Ontario,M3C 1P6,Canada,Library,21563,Sq. Ft.
Downsview Library,35000315,2793 KEELE ST,North York,Ontario,M3M 2G3,Canada,Library,20016,Sq. Ft.
Dawes Road Library,35000312,416 DAWES RD,East York,Ontario,M4B 2E8,Canada,Library,6740,Sq. Ft.
Deer Park Library,35000313,40 ST CLAIR AVE E,Toronto,Ontario,M4T 1M9,Canada,Library,16558,Sq. Ft.
Albion Library,35000294,1515 ALBION RD,Etobicoke,Ontario,M9V 1B2,Canada,Library,29000,Sq. Ft.
Amesbury Park Library,35000295,1565 LAWRENCE AVE W,North York,Ontario,M6L 1A8,Canada,Library,6320,Sq. Ft.
Agincourt Library,35000292,155 BONIS AVE,Scarborough,Ontario,M1T 3W6,Canada,Library,27000,Sq. Ft.
Albert Campbell Library,35000293,496 BIRCHMOUNT RD,Scarborough,Ontario,M1K 1N8,Canada,Library,26100,Sq. Ft.
"Radio, Electronics and Telecom",35000290,951 WILSON AVE,North York,Ontario,M3K 2A7,Canada,Police Station,18000,Sq. Ft.
Traffic Services and Garage,35000291,9 HANNA AVE,Toronto,Ontario,M6K 1W8,Canada,Police Station,297988,Sq. Ft.
Property Evidence Unit,35000288,330 PROGRESS AVE,Scarborough,Ontario,M1P 2Z4,Canada,Police Station,287752,Sq. Ft.
Public Order,35000289,4610 FINCH AVE E,Scarborough,Ontario,M1S 4G2,Canada,Police Station,8342,Sq. Ft.
Bloor Gladstone Library,35000302,1101 BLOOR ST W,Toronto,Ontario,M6H 1M7,Canada,Library,20627,Sq. Ft.
Brentwood Library,35000303,36 BRENTWOOD RD N,Etobicoke,Ontario,M8X 2B5,Canada,Library,17500,Sq. Ft.
Bendale Library,35000300,1515 DANFORTH RD,Scarborough,Ontario,M1J 1H5,Canada,Library,8500,Sq. Ft.
Black Creek Library,35000301,1700 WILSON AVE,North York,Ontario,M3L 1B2,Canada,Library,5782,Sq. Ft.
Bayview Library,35000298,2901 BAYVIEW AVE - 123A,North York,Ontario,M2K 1E6,Canada,Library,6333,Sq. Ft.
Beaches Library,35000299,2161 QUEEN ST E,Toronto,Ontario,M4L 1J1,Canada,Library,8000,Sq. Ft.
Annette Street Library,35000296,145 ANNETTE ST,Toronto,Ontario,M6P 1P3,Canada,Library,7806,Sq. Ft.
Barbara Frum Library,35000297,20 COVINGTON RD,North York,Ontario,M6A 3C1,Canada,Library,39223,Sq. Ft.
Fire Station 134,34999318,16 MONTGOMERY AVE,Toronto,Ontario,M4R 1C8,Canada,Fire Station,7126,Sq. Ft.
Fire Station 135,34999319,325 CHAPLIN CRES,Toronto,Ontario,M5N 2M9,Canada,Fire Station,12718,Sq. Ft.
Fire Station 132,34999316,476 LAWRENCE AVE W,Toronto,Ontario,M5M 1C4,Canada,Fire Station,7664,Sq. Ft.
Fire Station 133,34999317,1505 LAWRENCE AVE W,North York,Ontario,M6L 1A8,Canada,Fire Station,8062,Sq. Ft.
Fire Station 125,34999314,1109 LESLIE ST,North York,Ontario,M3C 2J7,Canada,Fire Station,5813,Sq. Ft.
Fire Station 131,34999315,3135 YONGE ST,Toronto,Ontario,M4N 2K8,Canada,Fire Station,5845,Sq. Ft.
Fire Station 122,34999312,2545 BAYVIEW AVE,North York,Ontario,M2L 1B4,Canada,Fire Station,3046,Sq. Ft.
Fire Station 123,34999313,143 BOND AVE,North York,Ontario,M3B 1M1,Canada,Fire Station,2497,Sq. Ft.
